,Unnamed: 0,Certificate,Runtime,Genre,Description,Directors,Stars,Rating
332,332,TV-14,98,"Action,Adventure,Comedy","
    Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.",McG," Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto",5.1
333,333,R,109,"Crime,Drama,Mystery","
    Consummate con man Roy Courtnay has set his sights on his latest mark: the recently widowed Betty McLeish, worth millions. But this time, what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate stakes.",Bill Condon," Helen Mirren, Ian McKellen, Russell Tovey, Jim Carter",6.6
334,334,R,95,Comedy,"
    A rebellious stoner named Moondog lives life by his own rules.",Harmony Korine," Matthew McConaughey, Snoop Dogg, Isla Fisher, Stefania LaVie Owen",5.5
335,335,PG-13,118,"Comedy,Drama,Music","
    In England in 1987, a teenager from an Asian family learns to live his life, understand his family and find his own voice through the music of American rock star Bruce Springsteen.",Gurinder Chadha," Billy Barratt, Ronak Singh Chadha Berges, Viveik Kalra, Lee Barnett",6.9
336,336,PG-13,90,"Adventure,Drama,Horror","
    Four teen girls diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.",Johannes Roberts," Sophie Nélisse, Corinne Foxx, Brianne Tju, Sistine Rose Stallone",5.0
337,337,R,92,"Comedy,Romance","
    After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.",Jennifer Kaytin Robinson," Gina Rodriguez, LaKeith Stanfield, Brittany Snow, DeWanda Wise",6.2
338,338,PG,109,"Adventure,Comedy,Drama","
    A dog finds the meaning of his own existence through the lives of the humans he meets.",Gail Mancuso," Josh Gad, Dennis Quaid, Kathryn Prescott, Marg Helgenberger",7.4
339,339,TV-PG,101,Comedy,"
    Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",Nzingha Stewart," Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc",5.2
340,340,PG-13,92,"Comedy,Romance","
    In a small town on Christmas Eve, a snowstorm brings together a group of young people.",Luke Snellin," Isabela Merced, Shameik Moore, Odeya Rush, Liv Hewson",5.8
341,341,R,108,"Drama,Romance,War","
    Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house.",James Kent," Keira Knightley, Ned Wills, Pandora Colin, Jason Clarke",6.3
342,342,R,105,Comedy,"
    Jay and Silent Bob return to Hollywood to stop a reboot of the 'Bluntman and Chronic' movie from getting made.",Kevin Smith," Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader",5.8
343,343,R,84,Comedy,"
    A comedy about what can happen when you love your phone more than anything else in your life.","Jon Lucas, Scott Moore"," Adam Devine, Alexandra Shipp, Rose Byrne, Ron Funches",6.1
344,344,R,132,"Crime,Drama,Romance","
    A couple's first date takes an unexpected turn when a police officer pulls them over.",Melina Matsoukas," Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine, Chloë Sevigny",7.0
345,345,R,92,"Horror,Thriller","
    On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.","Scott Beck, Bryan Woods"," Katie Stevens, Will Brittain, Lauryn Alisa McClain, Andrew Lewis Caldwell",6.3
346,346,PG-13,125,"Action,Biography,Drama","
    The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",Kasi Lemmons," Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",6.4
347,347,PG,120,"Action,Adventure,Family","
    A band of kids embark on an epic quest to thwart a medieval menace.",Joe Cornish," Louis Ashbourne Serkis, Denise Gough, Dean Chaumoo, Tom Taylor",6.0
348,348,TV-PG,98,"Comedy,Romance","
    When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.",Roger Kumble," Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne",5.6
349,349,PG,96,"Adventure,Drama,Family","
    A female dog travels four hundred miles in search of her owner throughout a Colorado wilderness.",Charles Martin Smith," Ashley Judd, Jonah Hauer-King, Edward James Olmos, Alexandra Shipp",6.7
350,350,PG,103,"Adventure,Comedy,Drama","
    The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.",Charlie Bean," Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen",6.3
351,351,R,104,"Comedy,Drama","
    A young woman decides to make positive changes in her life by training for the New York City Marathon.",Paul Downs Colaizzo," Jillian Bell, Jennifer Dundas, Patch Darragh, Alice Lee",6.8
352,352,TV-MA,108,"Biography,Comedy,Crime","
    The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",Cory Finley," Hugh Jackman, Ray Romano, Welker White, Allison Janney",7.2
353,353,PG-13,109,"Comedy,Drama","
    A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.",Richard Linklater," Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig",6.5
354,354,R,109,"Biography,Drama","
    All Abby Johnson ever wanted to do was help women. As one of the youngest Planned Parenthood clinic directors in the nation, she believed in a woman's right to choose. Until the day she saw something that changed everything.","Chuck Konzelman, Cary Solomon"," Ashley Bratcher, Brooks Ryan, Robia Scott, Jared Lotz",5.8
355,355,TV-PG,92,"Adventure,Comedy,Drama","
    A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.",Monika Mitchell," Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Ella Kenion",5.5
356,356,R,108,"Drama,Horror,Thriller","
    A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.","Severin Fiala, Veronika Franz"," Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage",6.1
357,357,PG-13,174,"Biography,Drama,Romance","
    The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.",Terrence Malick," August Diehl, Valerie Pachner, Maria Simon, Karin Neuhäuser",7.4
358,358,R,102,"Action,Crime,Drama","
    The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.",Andrea Berloff," Melissa McCarthy, Tiffany Haddish, Elisabeth Moss, Domhnall Gleeson",5.4
359,359,R,149,Drama,"
    A boy in New York is taken in by a wealthy Upper East Side family after his mother is killed in a bombing at the Metropolitan Museum of Art.",John Crowley," Oakes Fegley, Ansel Elgort, Nicole Kidman, Jeffrey Wright",6.2
360,360,PG-13,102,"Drama,Horror,Mystery","
    A young married couple buys a beautiful house on several acres of land, only to find out that the man they bought it from refuses to let go of the property.",Deon Taylor," Michael Ealy, Meagan Good, Dennis Quaid, Joseph Sikora",5.6
361,361,R,135,"Drama,Romance,Sport","
    Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",Trey Edward Shults," Taylor Russell, Kelvin Harrison Jr., Alexa Demie, Bill Wise",7.6
362,362,R,107,"Crime,Drama,Mystery","
    An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",Wash Westmoreland," Alicia Vikander, Kiki Sukezane, Kenichi Masuda, Chiaki Kawamo",5.9
363,363,R,121,Drama,"
    A young man searches for home in the changing city that seems to have left him behind.",Joe Talbot," Jimmie Fails, Jonathan Majors, Rob Morgan, Tichina Arnold",7.3
364,364,R,108,"Action,Crime,Drama","
    A rookie New Orleans police officer is forced to balance her identity as a black woman after she witnesses two corrupt cops committing murder.",Deon Taylor," Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter",6.3
365,365,TV-MA,86,"Action,Thriller","
    An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.",Joe Lynch," Frank Grillo, Stuart F. Wilson, Buster Reeves, Christian Cooke",5.7
366,366,R,96,"Crime,Drama,Horror","
    Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.",Adam Randall," Helen Hunt, Jon Tenney, Judah Lewis, Owen Teague",6.7
