Certificate,Runtime,Genre,Description,Directors,Stars,Rating
PG-13,116.0,"Action,Adventure,Comedy","
    In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",Guy Ritchie," Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",7.3
PG-13,126.0,"Action,Adventure,Sci-Fi","
    When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",Alan Taylor," Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",6.4
PG-13,133.0,"Drama,Sport","
    The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler," Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",7.6
R,120.0,"Action,Comedy,Crime","
    A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",Paul Feig," Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham",7.0
R,120.0,"Action,Crime,Drama","
    In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",Neill Blomkamp," Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver",6.8
PG-13,131.0,"Action,Adventure,Sci-Fi","
    After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",Wes Ball," Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito",6.3
R,124.0,"Drama,Sport","
    A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",Antoine Fuqua," Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker",7.4
PG-13,119.0,"Action,Adventure,Sci-Fi","
    Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",Robert Schwentke," Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet",6.2
R,105.0,"Comedy,Crime,Drama","
    In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","Glenn Ficarra, John Requa"," Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez",6.6
PG-13,121.0,"Comedy,Drama","
    Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",Nancy Meyers," Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",7.1
PG,91.0,"Animation,Adventure,Comedy","
    Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Kyle Balda, Pierre Coffin"," Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin",6.4
PG-13,114.0,"Action,Adventure,Drama","
    In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",Brad Peyton," Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes",6.0
PG-13,121.0,"Action,Adventure,Biography","
    The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",Baltasar Kormákur," Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",7.1
R,92.0,"Drama,Horror,Mystery","
    A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",Robert Eggers," Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings",6.9
R,115.0,Comedy,"
    Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Seth MacFarlane," Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",6.3
PG-13,127.0,"Action,Adventure,Sci-Fi","
    A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.","Lana Wachowski, Lilly Wachowski"," Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean",5.3
R,147.0,"Biography,Drama,History","
    The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray," O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",7.9
PG,130.0,"Action,Adventure,Family","
    Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",Brad Bird," George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy",6.4
R,123.0,"Biography,Crime,Drama","
    The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",Scott Cooper," Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton",6.9
R,119.0,"Biography,Drama,Romance","
    A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.",Tom Hooper," Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw",7.1
PG,105.0,"Drama,Family,Fantasy","
    When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",Kenneth Branagh," Lily James, Cate Blanchett, Richard Madden, Helena Bonham Carter",6.9
R,132.0,"Biography,Crime,Drama","
    Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.",Brian Helgeland," Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson",6.9
PG-13,112.0,"Drama,Fantasy,Romance","
    A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",Lee Toland Krieger," Blake Lively, Michiel Huisman, Harrison Ford, Kathy Baker",7.2
R,122.0,"Biography,Drama","
Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",Danny Boyle," Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",7.2
PG-13,115.0,"Comedy,Music","
    After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",Elizabeth Banks," Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow",6.4
R,108.0,"Drama,Mystery,Thriller","
    A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.",Joel Edgerton," Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",7.0
PG-13,105.0,"Action,Comedy,Fantasy","
    When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",Chris Columbus," Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",5.5
R,125.0,"Comedy,Drama,Romance","
    Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Judd Apatow," Amy Schumer, Bill Hader, Brie Larson, Colin Quinn",6.2
PG-13,117.0,"Drama,Romance","
    An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",John Crowley," Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent",7.5
R,119.0,"Drama,Fantasy,Horror","
    In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",Guillermo del Toro," Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",6.5
PG-13,124.0,Drama,"
    Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",David O. Russell," Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",6.6
PG-13,105.0,"Comedy,Drama","
    High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Alfonso Gomez-Rejon," Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",7.7
R,100.0,"Comedy,Crime","
    When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",Etan Cohen," Will Ferrell, Kevin Hart, Alison Brie, T.I.",6.0
PG-13,122.0,"Action,Adventure,Biography","
    A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",Ron Howard," Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw",6.9
PG,123.0,"Adventure,Biography,Drama","
    In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",Robert Zemeckis," Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon, Émilie Leclerc",7.3
R,118.0,"Drama,Romance","
    An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.",Todd Haynes," Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",7.2
PG-13,94.0,"Horror,Mystery,Thriller","
    Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.",M. Night Shyamalan," Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",6.2
PG-13,96.0,"Comedy,Family","
    Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",Sean Anders," Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",6.2
R,101.0,"Comedy,Drama","
    Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",John Wells," Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio",6.6
PG,89.0,"Animation,Comedy,Family","
    Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",Genndy Tartakovsky," Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",6.7
R,95.0,"Horror,Music,Thriller","
    A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.",Jeremy Saulnier," Anton Yelchin, Imogen Poots, Alia Shawkat, Patrick Stewart",7.0
R,114.0,"Action,Crime,Drama","
    Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",Jaume Collet-Serra," Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio",6.6
PG,93.0,"Animation,Adventure,Comedy","
    In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",Peter Sohn," Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",6.7
R,99.0,"Adventure,Comedy","
    Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.","John Francis Daley, Jonathan Goldstein"," Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",6.1
PG-13,109.0,"Comedy,Drama,Mystery","
    After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",Jake Schreier," Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",6.3
PG-13,106.0,"Action,Adventure,Fantasy","
    The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.",Breck Eisner," Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",6.0
PG,94.0,"Animation,Adventure,Comedy","
    An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",Tim Johnson," Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",6.6
PG-13,97.0,"Horror,Mystery,Thriller","
    A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.",Leigh Whannell," Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell",6.1
PG-13,117.0,"Action,Mystery,Sci-Fi","
    A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",Tarsem Singh," Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley",6.5
R,101.0,"Comedy,Drama","
    A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",Jean-Marc Vallée," Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",7.0
Not Rated,100.0,"Drama,Mystery,Thriller","
    A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",Karyn Kusama," Logan Marshall-Green, Emayatzy Corinealdi, Michiel Huisman, Tammy Blanchard",6.6
R,96.0,"Action,Crime,Thriller","
    An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.",Aleksander Bach," Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds",5.7
R,96.0,"Action,Adventure,Sci-Fi","
    Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",Ilya Naishuller," Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovsky",6.7
PG-13,123.0,"Biography,Drama,Sport","
    In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Peter Landesman," Will Smith, Alec Baldwin, Albert Brooks, David Morse",7.1
R,96.0,"Action,Comedy","
    A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.",Nima Nourizadeh," Jesse Eisenberg, Kristen Stewart, Connie Britton, John Leguizamo",6.1
PG-13,106.0,"Biography,Comedy,Drama","
    The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",Dexter Fletcher," Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",7.4
Not Rated,132.0,"Drama,Horror,Western","
    In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.",S. Craig Zahler," Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins",7.1
PG-13,101.0,"Comedy,Romance","
    A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",Ari Sandel," Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",6.5
R,103.0,"Comedy,Crime,Drama","
    Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa," Shameik Moore, Tony Revolori, Kiersey Clemons, Kimberly Elise",7.2
PG,103.0,"Adventure,Comedy,Family","
    A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",Rob Letterman," Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",6.3
R,102.0,"Action,Drama,Thriller","
    Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.",Gavin Hood," Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",7.3
R,103.0,"Action,Thriller","
    In their new overseas house, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",John Erick Dowdle," Lake Bell, Pierce Brosnan, Owen Wilson, Thanawut Ketsaro",6.8
R,104.0,Comedy,"
    Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",Doug Ellin," Adrian Grenier, Kevin Connolly, Jerry Ferrara, Kevin Dillon",6.6
PG-13,106.0,"Drama,Mystery,Sci-Fi","
    A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Dean Israelite," Amy Landecker, Sofia Black-D'Elia, Virginia Gardner, Jonny Weston",6.4
PG-13,123.0,"Drama,Romance","
    The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",George Tillman Jr.," Scott Eastwood, Britt Robertson, Alan Alda, Jack Huston",7.1
R,124.0,"Biography,Drama","
    In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",Jay Roach," Bryan Cranston, Diane Lane, Helen Mirren, Louis C.K.",7.5
Not Rated,137.0,"Drama,War","
    A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Cary Joji Fukunaga," Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, Andrew Adote",7.7
R,101.0,Comedy,"
    Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",Jeremy Garelick," Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett",6.6
R,107.0,"Action,Adventure,Comedy","
    Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.",David Koepp," Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn",5.5
R,137.0,"Crime,Drama,History","
    A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.",Daniel Espinosa," Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",6.5
R,101.0,"Comedy,Fantasy","
    On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.",Jonathan Levine," Joseph Gordon-Levitt, Seth Rogen, Jillian Bell, Lizzy Caplan",6.4
R,90.0,"Animation,Comedy,Drama","
    A man crippled by the mundanity of his life experiences something out of the ordinary.","Duke Johnson, Charlie Kaufman"," David Thewlis, Jennifer Jason Leigh, Tom Noonan",7.3
R,118.0,Comedy,"
    Two sisters decide to throw one last house party before their parents sell their family home.",Jason Moore," Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",6.0
PG,104.0,"Drama,Mystery","
    An aged, retired Sherlock Holmes deals with early dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again.",Bill Condon," Ian McKellen, Laura Linney, Hiroyuki Sanada, Hattie Morahan",6.9
R,99.0,"Crime,Drama,Mystery","
    When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.",Rupert Goold," James Franco, Jonah Hill, Felicity Jones, Maria Dizzia",6.3
PG-13,98.0,"Comedy,Drama,Fantasy","
    A boy who has a bad Christmas accidentally summons a festive demon to his family home.",Michael Dougherty," Adam Scott, Toni Collette, David Koechner, Allison Tolman",6.1
PG-13,105.0,"Comedy,Drama,Romance","
    A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.",Cameron Crowe," Bradley Cooper, Rachel McAdams, Emma Stone, Alec Baldwin",5.4
PG,111.0,"Adventure,Comedy,Family","
    Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.",Joe Wright," Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",5.7
PG-13,114.0,"Action,Crime,Sport","
    A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",Ericson Core," Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer",5.3
R,95.0,"Comedy,Drama,Romance","
    A tormented philosophy professor finds a will to live when he commits an existential act.",Woody Allen," Joaquin Phoenix, Emma Stone, Parker Posey, Joe Stapleton",6.6
PG,108.0,"Animation,Adventure,Drama","
    A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",Mark Osborne," Jeff Bridges, Mackenzie Foy, Rachel McAdams, Marion Cotillard",7.7
R,101.0,"Crime,Drama,Mystery","
    Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.",Afonso Poyart," Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell",6.4
R,113.0,"Drama,History,War","
    Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",Justin Kurzel," Michael Fassbender, Marion Cotillard, Jack Madigan, Frank Madigan",6.6
R,133.0,"Action,Crime,Thriller","
    A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.",Michael Mann," Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang",5.4
R,115.0,"Comedy,Drama,Music","
    Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",Gregory Jacobs," Channing Tatum, Joe Manganiello, Matt Bomer, Adam Rodriguez",5.6
PG-13,110.0,"Drama,Horror,Sci-Fi","
    Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.",Paul McGuigan," Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",6.0
R,92.0,"Action,Crime,Drama","
    When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",Simon West," Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia",5.6
PG-13,108.0,"Biography,Drama","
    The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",Matt Brown," Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",7.2
R,95.0,"Action,Comedy,Romance","
    A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",Paco Cabezas," Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone",6.3
PG-13,87.0,"Action,Comedy,Crime","
    An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.",Anne Fletcher," Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley",5.1
PG,92.0,"Animation,Adventure,Comedy","
    When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.","Paul Tibbitt, Mike Mitchell"," Tom Kenny, Antonio Banderas, Bill Fagerbakke, Clancy Brown",6.0
R,97.0,"Horror,Mystery,Thriller","
    A young mother and her twin sons move into a rural house that's marked for death.",Ciarán Foy," James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",5.3
PG-13,119.0,"Drama,Romance","
    In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",Thomas Vinterberg," Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge",7.1
R,93.0,"Action,Comedy,Horror","
    Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",Christopher Landon," Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont",6.3
PG-13,111.0,"Crime,Drama,Mystery","
    A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",Billy Ray," Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris",6.3
G,88.0,"Animation,Comedy,Family","
    Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",Steve Martino," Noah Schnapp, Bill Melendez, Hadley Belle Miller, Francesca Capaldi",7.1
PG-13,95.0,"Drama,Horror","
    A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",Henry Hobson," Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Laura Cayouette",5.6
R,113.0,"Action,Drama,Mystery","
    Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.",Gilles Paquet-Brenner," Charlize Theron, Nicholas Hoult, Christina Hendricks, Chloë Grace Moretz",6.2
PG-13,83.0,"Horror,Mystery,Sci-Fi","
    A group of medical researchers discover a way to bring dead patients back to life.",David Gelb," Olivia Wilde, Mark Duplass, Evan Peters, Sarah Bolger",5.2
R,101.0,"Comedy,Drama,Romance","
    A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",Leslye Headland," Jason Sudeikis, Alison Brie, Jordan Carlos, Margarita Levieva",6.5
R,115.0,"Action,Drama,History","
    A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.",Kazuaki Kiriya," Clive Owen, Morgan Freeman, Aksel Hennie, Payman Maadi",6.2
R,115.0,"Action,Crime,Drama","
    A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",Pierre Morel," Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem",5.8
Not Rated,87.0,"Drama,Horror,Mystery","
    Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live.","Aaron Hann, Mario Miscione"," Allegra Masters, Aimee McKay, Ashley Key, Autumn Federici",6.0
R,93.0,"Comedy,Mystery,Sci-Fi","
    When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The 3 end 10 years in the future, where they need to go to find the shooter.",Steve Pink," Rob Corddry, Craig Robinson, Clark Duke, Adam Scott",5.1
R,106.0,"Crime,Drama,Mystery","
    A detective and a psychoanalyst uncover evidence of a satanic cult while investigating a young woman's terrifying past.",Alejandro Amenábar," Ethan Hawke, David Thewlis, Emma Watson, Dale Dickey",5.7
PG,85.0,"Animation,Adventure,Comedy","
    When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.","Mark Burton, Richard Starzak"," Justin Fletcher, John Sparkes, Omid Djalili, Richard Webber",7.3
R,122.0,"Biography,Drama,History","
    In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.",Kyle Patrick Alvarez," Ezra Miller, Tye Sheridan, Billy Crudup, Olivia Thirlby",6.9
R,96.0,"Drama,Music,Romance","
    Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",Max Joseph," Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",6.2
PG-13,127.0,"Biography,Drama,History","
    Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.",Patricia Riggen," Antonio Banderas, Rodrigo Santoro, Juliette Binoche, James Brolin",6.9
